,Education,Marital_Status,Income,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,Customer_Age,Customer_For,Clusters
430,Post Graduate,Single,84865.0,0,1688,4,16,63,416,3
431,Post Graduate,Relationship,42387.0,1,684,0,21,35,608,1
432,Post Graduate,Relationship,67309.0,2,1082,0,39,57,522,1
433,Post Graduate,Relationship,75236.0,1,1068,0,25,60,216,4
434,Post Graduate,Single,30015.0,1,57,0,7,54,147,2
435,Post Graduate,Relationship,50943.0,1,46,0,5,68,373,2
436,Post Graduate,Single,67272.0,1,733,0,23,58,190,4
437,Post Graduate,Single,51529.0,1,467,0,17,75,295,2
438,Post Graduate,Relationship,32011.0,1,122,0,10,53,311,0
439,Post Graduate,Relationship,7500.0,1,36,0,7,38,507,0
440,Post Graduate,Relationship,28691.0,1,34,0,5,35,360,0
441,Post Graduate,Relationship,56223.0,1,156,0,10,76,191,2
442,Post Graduate,Relationship,18100.0,0,14,0,4,78,327,2
443,Post Graduate,Single,30279.0,1,37,0,5,35,546,0
444,Post Graduate,Relationship,20130.0,0,34,0,5,50,104,0
445,Post Graduate,Single,23295.0,0,20,0,4,65,351,0
446,Post Graduate,Single,42618.0,1,192,0,11,52,263,2
447,Post Graduate,Single,81246.0,0,1379,2,17,60,182,3
448,Post Graduate,Relationship,24027.0,1,48,0,7,48,385,0
449,Post Graduate,Relationship,55707.0,1,428,0,16,71,189,2
450,Post Graduate,Single,57959.0,1,868,0,27,69,423,1
451,Post Graduate,Relationship,56796.0,1,1001,0,27,55,498,1
452,Post Graduate,Single,36230.0,1,59,0,7,53,255,0
453,Post Graduate,Relationship,70829.0,2,431,0,16,44,210,2
454,Post Graduate,Relationship,65991.0,1,971,0,27,48,660,1
455,Post Graduate,Relationship,38988.0,3,348,0,19,52,678,1
456,Post Graduate,Single,89572.0,0,2059,2,24,58,652,3
457,Post Graduate,Relationship,42207.0,1,265,1,14,40,454,0
458,Post Graduate,Relationship,50300.0,1,270,0,13,72,35,2
459,Post Graduate,Relationship,66664.0,0,1289,0,19,42,642,1
460,Post Graduate,Relationship,60597.0,1,893,1,16,60,179,4
461,Post Graduate,Single,70165.0,0,926,0,22,75,280,4
462,Post Graduate,Single,50520.0,1,135,0,9,66,152,2
463,Post Graduate,Relationship,80124.0,0,1495,1,19,61,3,4
464,Post Graduate,Relationship,33183.0,1,120,0,9,49,125,0
465,Post Graduate,Single,66582.0,0,1288,0,20,55,118,4
466,Post Graduate,Relationship,75261.0,0,1743,2,17,69,432,3
467,Post Graduate,Single,31880.0,1,15,0,4,54,606,0
468,Post Graduate,Relationship,53790.0,2,542,0,20,73,115,2
469,Post Graduate,Relationship,49269.0,1,890,0,25,53,683,1
470,Post Graduate,Relationship,61456.0,1,1388,0,33,49,459,1
471,Post Graduate,Relationship,37406.0,1,17,0,4,44,262,0
472,Post Graduate,Relationship,56937.0,1,906,1,30,43,694,1
473,Post Graduate,Relationship,38415.0,2,44,0,6,46,543,0
474,Post Graduate,Single,20518.0,1,25,0,5,36,42,0
475,Post Graduate,Relationship,62503.0,1,973,0,26,68,496,1
476,Post Graduate,Single,41644.0,2,31,0,6,52,51,2
477,Post Graduate,Relationship,55842.0,1,518,0,17,47,37,4
478,Post Graduate,Relationship,62010.0,1,530,0,19,52,614,1
479,Post Graduate,Relationship,41124.0,1,506,0,21,47,606,1
480,Post Graduate,Relationship,38961.0,1,70,0,6,51,181,0
481,Post Graduate,Single,37760.0,1,54,0,6,52,322,0
482,Post Graduate,Single,32233.0,1,296,1,12,50,679,0
483,Post Graduate,Relationship,43057.0,1,266,0,15,49,242,0
484,Post Graduate,Relationship,83151.0,0,747,0,19,64,627,1
485,Post Graduate,Single,78825.0,0,895,0,29,60,653,1
486,Post Graduate,Relationship,65104.0,1,1053,0,17,48,227,4
487,Post Graduate,Relationship,60093.0,1,735,0,21,50,368,1
488,Post Graduate,Relationship,14045.0,1,20,0,5,55,154,2
489,Post Graduate,Single,28457.0,0,205,0,10,72,609,1
490,Post Graduate,Relationship,78952.0,1,2092,0,21,66,643,1
491,Post Graduate,Single,46310.0,1,309,0,14,48,573,0
492,Post Graduate,Relationship,76005.0,0,1722,1,22,69,492,3
493,Post Graduate,Single,58308.0,1,900,0,15,60,533,1
494,Post Graduate,Single,55614.0,0,682,1,20,80,214,4
495,Post Graduate,Single,59432.0,1,663,0,22,62,442,1
496,Post Graduate,Single,55563.0,1,43,0,6,46,85,0
497,Post Graduate,Relationship,78642.0,1,1816,0,18,53,434,1
498,Post Graduate,Relationship,67911.0,1,976,0,27,75,38,4
499,Post Graduate,Relationship,65275.0,0,746,0,21,80,452,1
500,Post Graduate,Relationship,27203.0,2,64,0,6,74,692,2
501,Post Graduate,Relationship,48330.0,1,32,0,5,63,226,2
502,Under Graduate,Relationship,24279.0,0,263,0,9,34,547,0
503,Post Graduate,Relationship,64355.0,1,1445,0,21,39,674,1
504,Post Graduate,Relationship,50943.0,1,46,0,5,68,373,2
505,Post Graduate,Single,53653.0,0,1210,0,28,71,599,1
506,Post Graduate,Relationship,65665.0,1,945,0,24,48,209,4
507,Post Graduate,Single,81217.0,0,1157,0,22,35,345,3
508,Post Graduate,Relationship,34935.0,0,137,0,8,32,373,0
509,Post Graduate,Single,61250.0,1,730,0,25,65,560,1
510,Post Graduate,Relationship,39665.0,1,216,1,12,43,400,0
511,Post Graduate,Single,60152.0,1,943,0,23,45,458,1
512,Post Graduate,Relationship,48920.0,2,347,1,16,60,252,2
513,Post Graduate,Relationship,89120.0,0,1924,1,19,65,104,3
514,Post Graduate,Relationship,44124.0,1,397,0,17,78,414,1
515,Post Graduate,Single,81169.0,0,2089,0,22,49,441,3
516,Post Graduate,Relationship,36443.0,2,138,0,11,63,511,2
517,Post Graduate,Single,26095.0,1,42,0,5,34,364,0
518,Post Graduate,Relationship,71367.0,0,777,0,17,65,310,4
519,Post Graduate,Relationship,80184.0,0,1902,2,20,80,120,4
520,Post Graduate,Single,30630.0,2,52,0,7,59,153,2
521,Post Graduate,Single,73454.0,0,1651,1,13,37,120,3
522,Post Graduate,Relationship,42691.0,0,358,0,13,33,317,0
523,Post Graduate,Relationship,70503.0,0,1727,2,16,71,637,3
524,Post Graduate,Relationship,25545.0,1,210,0,10,37,659,0
525,Post Graduate,Relationship,32880.0,1,42,0,5,38,572,0
526,Post Graduate,Relationship,77863.0,0,1291,0,20,66,214,4
527,Post Graduate,Relationship,50353.0,0,442,0,15,47,21,4
528,Post Graduate,Single,61839.0,0,1895,0,17,60,686,1
529,Post Graduate,Relationship,49154.0,2,411,0,19,64,238,2
530,Post Graduate,Single,47682.0,1,521,0,19,49,499,1
531,Post Graduate,Single,72679.0,1,1168,0,17,55,284,4
532,Post Graduate,Relationship,57954.0,2,493,1,23,47,11,4
533,Post Graduate,Relationship,65316.0,2,260,0,12,62,431,2
534,Post Graduate,Single,28567.0,1,46,0,7,42,377,0
535,Post Graduate,Relationship,47352.0,1,319,0,16,73,444,1
536,Post Graduate,Relationship,44931.0,1,96,0,7,57,162,2
537,Post Graduate,Single,76982.0,0,1062,1,16,57,134,4
538,Post Graduate,Relationship,57247.0,1,232,0,12,72,325,2
539,Post Graduate,Single,22944.0,1,76,0,9,43,188,0
540,Post Graduate,Relationship,25315.0,1,54,0,9,47,234,0
541,Post Graduate,Single,43638.0,1,201,0,11,55,692,0
542,Post Graduate,Single,42710.0,1,406,0,14,40,578,0
543,Post Graduate,Relationship,84169.0,0,1919,2,20,42,326,3
544,Post Graduate,Relationship,54058.0,1,662,0,20,48,390,1
545,Post Graduate,Relationship,24683.0,1,41,0,8,34,113,0
546,Post Graduate,Single,85620.0,0,1600,0,14,60,173,4
547,Post Graduate,Relationship,47850.0,1,134,0,8,44,208,0
548,Post Graduate,Relationship,19514.0,2,69,1,10,56,154,2
549,Post Graduate,Relationship,27159.0,2,21,0,6,51,92,2
550,Post Graduate,Single,39548.0,2,54,0,7,61,90,2
551,Post Graduate,Single,21474.0,1,91,1,8,35,82,0
552,Post Graduate,Single,60504.0,1,526,0,18,53,142,4
553,Post Graduate,Relationship,22419.0,0,162,0,8,61,437,0
554,Post Graduate,Relationship,81698.0,0,1008,0,25,75,235,4
555,Post Graduate,Relationship,43462.0,2,240,0,16,72,655,1
556,Post Graduate,Single,54880.0,1,795,0,21,46,485,1
557,Post Graduate,Relationship,79908.0,0,1772,1,19,42,450,3
558,Post Graduate,Relationship,15315.0,0,64,0,8,54,330,0
559,Post Graduate,Relationship,87771.0,1,1957,4,20,65,403,3
560,Post Graduate,Relationship,33039.0,1,78,0,7,46,293,0
561,Post Graduate,Single,81741.0,0,1572,0,19,44,378,3
562,Post Graduate,Relationship,71499.0,1,795,0,26,53,369,1
563,Post Graduate,Relationship,62466.0,1,889,0,26,54,165,4
564,Post Graduate,Single,48799.0,1,331,0,15,61,236,2
565,Post Graduate,Relationship,52157.0,1,265,0,12,74,22,2
566,Post Graduate,Single,66565.0,1,1065,0,19,62,571,1
567,Post Graduate,Relationship,29298.0,2,11,0,4,73,295,2
568,Post Graduate,Single,47691.0,1,21,0,4,45,359,0
569,Post Graduate,Relationship,38200.0,2,17,0,4,54,569,0
570,Post Graduate,Relationship,44989.0,1,369,0,16,50,655,1
571,Post Graduate,Relationship,38443.0,2,38,0,6,56,153,2
572,Post Graduate,Single,38593.0,1,177,0,11,46,289,0
573,Post Graduate,Relationship,64413.0,1,279,0,12,54,332,2
574,Post Graduate,Relationship,36959.0,1,62,0,7,43,270,0
575,Post Graduate,Relationship,61996.0,1,1230,3,21,47,514,3
576,Post Graduate,Relationship,51287.0,2,182,0,11,56,89,2
577,Post Graduate,Relationship,13260.0,2,49,0,10,54,310,2
578,Post Graduate,Relationship,47472.0,2,75,0,8,58,286,2
579,Post Graduate,Relationship,54603.0,2,227,0,16,68,355,2
580,Post Graduate,Relationship,45207.0,2,215,1,15,50,596,1
581,Post Graduate,Relationship,40689.0,1,444,0,20,73,468,1
582,Post Graduate,Relationship,47821.0,2,47,0,5,57,252,2
583,Post Graduate,Relationship,27450.0,0,143,0,7,73,440,2
584,Post Graduate,Relationship,39453.0,1,55,0,7,41,87,0
585,Post Graduate,Relationship,26850.0,2,63,0,11,53,72,2
586,Post Graduate,Single,79800.0,0,1867,3,22,69,644,3
587,Post Graduate,Relationship,61794.0,1,611,0,20,63,288,4
588,Post Graduate,Relationship,53863.0,1,473,1,18,69,43,4
589,Post Graduate,Relationship,24221.0,0,55,0,6,65,313,2
590,Post Graduate,Single,39684.0,1,81,0,7,40,625,0
591,Post Graduate,Relationship,92163.0,0,2086,2,21,49,564,3
592,Post Graduate,Single,69882.0,0,1478,0,20,59,231,4
593,Post Graduate,Relationship,33178.0,1,49,0,5,47,150,0
594,Post Graduate,Relationship,59973.0,0,382,0,15,52,291,4
595,Post Graduate,Relationship,17459.0,1,69,0,9,49,283,0
596,Post Graduate,Single,23910.0,1,67,0,6,55,611,0
597,Post Graduate,Relationship,42169.0,2,30,0,6,55,253,2
598,Post Graduate,Relationship,26224.0,1,63,0,9,46,390,0
599,Post Graduate,Relationship,31089.0,1,79,0,10,43,681,0
600,Post Graduate,Single,30081.0,1,42,0,5,63,493,2
601,Post Graduate,Relationship,62807.0,1,819,0,23,64,667,1
602,Post Graduate,Single,72906.0,0,1151,0,17,69,285,4
603,Post Graduate,Relationship,61467.0,2,594,0,20,76,567,1
604,Post Graduate,Relationship,49618.0,2,129,0,11,58,519,2
605,Post Graduate,Single,21888.0,1,213,0,12,38,547,0
606,Post Graduate,Single,42429.0,1,67,0,7,51,138,2
607,Post Graduate,Single,26150.0,3,28,0,5,68,475,2
608,Under Graduate,Relationship,30801.0,1,45,0,6,49,611,0
609,Post Graduate,Relationship,81168.0,0,1193,1,18,59,53,4
610,Post Graduate,Single,26877.0,0,268,0,12,55,314,0
611,Post Graduate,Single,45006.0,0,266,0,12,80,346,2
612,Under Graduate,Relationship,18978.0,1,37,0,5,51,565,0
613,Post Graduate,Relationship,22574.0,3,37,0,7,57,244,2
614,Post Graduate,Single,48240.0,0,882,0,25,55,597,1
615,Post Graduate,Relationship,45837.0,2,373,0,18,50,338,2
616,Post Graduate,Single,35791.0,3,35,0,6,59,419,2
618,Post Graduate,Single,54162.0,2,42,0,5,46,468,0
619,Post Graduate,Relationship,30522.0,1,326,0,17,64,681,1
620,Post Graduate,Relationship,54456.0,1,404,0,17,63,353,1
621,Post Graduate,Single,31632.0,0,95,0,6,53,350,0
622,Post Graduate,Single,72298.0,0,939,2,14,75,111,4
623,Post Graduate,Single,36975.0,1,33,0,5,46,183,0
624,Post Graduate,Relationship,72635.0,0,981,1,21,69,391,4
625,Post Graduate,Relationship,13624.0,1,36,0,7,48,525,0
626,Post Graduate,Single,84196.0,1,1237,0,20,49,391,1
627,Post Graduate,Relationship,70971.0,1,1825,0,34,64,646,1
628,Post Graduate,Single,34487.0,2,103,0,9,47,661,0
629,Post Graduate,Single,28769.0,1,191,0,12,47,558,0
630,Post Graduate,Relationship,69084.0,1,1586,0,25,54,222,4
631,Post Graduate,Relationship,65488.0,0,963,0,14,66,16,4
632,Post Graduate,Relationship,62466.0,1,889,0,26,54,165,4
633,Post Graduate,Single,32218.0,0,93,1,7,64,134,2
634,Post Graduate,Single,83917.0,0,1587,0,21,51,437,3
635,Post Graduate,Single,46102.0,3,16,0,4,62,111,2
636,Post Graduate,Single,84574.0,0,1375,0,32,72,390,3
637,Post Graduate,Relationship,56181.0,1,393,0,14,62,537,1
638,Post Graduate,Single,63120.0,1,1477,0,26,74,639,1
639,Post Graduate,Relationship,73691.0,1,1179,1,18,53,235,4
640,Post Graduate,Relationship,63381.0,1,1005,0,26,64,632,1
641,Post Graduate,Relationship,76140.0,0,1348,0,21,76,47,4
642,Post Graduate,Single,62859.0,1,1307,0,23,65,546,1
643,Post Graduate,Single,45906.0,1,486,1,15,60,418,1
644,Post Graduate,Relationship,77632.0,0,2252,2,13,77,476,3
645,Post Graduate,Relationship,46463.0,2,235,0,17,53,315,2
646,Post Graduate,Relationship,105471.0,0,1724,2,30,54,524,3
647,Post Graduate,Single,55282.0,1,235,0,11,54,198,2
648,Post Graduate,Relationship,78710.0,1,1092,0,28,47,37,4
649,Post Graduate,Relationship,66886.0,1,599,0,17,66,286,4
650,Post Graduate,Single,98777.0,0,2008,1,19,64,132,3
651,Post Graduate,Relationship,29103.0,1,48,0,6,39,671,0
652,Post Graduate,Relationship,67445.0,1,1174,0,32,50,686,1
653,Post Graduate,Relationship,50616.0,1,67,0,7,74,77,2
654,Post Graduate,Single,49431.0,1,365,0,15,69,695,1
656,Post Graduate,Relationship,61278.0,1,165,0,10,71,176,2
657,Post Graduate,Relationship,26490.0,0,210,0,11,66,645,0
658,Post Graduate,Relationship,73059.0,1,1095,0,26,77,302,4
659,Post Graduate,Single,46734.0,3,223,1,12,58,251,2
660,Post Graduate,Relationship,56253.0,1,597,0,22,61,569,1
661,Post Graduate,Relationship,19986.0,1,22,0,4,39,227,0
662,Post Graduate,Single,58330.0,1,1064,0,24,49,186,4
663,Under Graduate,Relationship,25965.0,0,74,0,6,44,660,0
664,Post Graduate,Relationship,14661.0,0,26,0,5,68,544,0
665,Post Graduate,Relationship,18690.0,0,60,0,5,65,548,0
666,Post Graduate,Relationship,45068.0,1,20,0,4,50,409,0
667,Under Graduate,Single,21063.0,1,59,0,7,37,277,0
668,Post Graduate,Relationship,29187.0,1,34,0,5,56,416,0
669,Post Graduate,Relationship,54690.0,2,198,0,12,53,234,2
670,Post Graduate,Relationship,59304.0,1,1048,0,28,60,335,1
671,Post Graduate,Single,59247.0,2,574,0,21,62,233,2
672,Post Graduate,Single,66731.0,1,1029,0,17,54,655,1
673,Post Graduate,Relationship,77353.0,1,670,0,20,44,195,4
674,Post Graduate,Single,52614.0,1,990,0,16,49,575,1
675,Post Graduate,Relationship,26751.0,2,11,0,4,50,38,2
676,Post Graduate,Relationship,81300.0,1,1241,1,21,61,607,1
677,Post Graduate,Single,70337.0,0,576,0,17,45,178,4
678,Post Graduate,Relationship,36145.0,1,172,1,12,39,378,0
679,Post Graduate,Single,65295.0,0,664,0,20,44,188,4
680,Post Graduate,Single,68118.0,1,928,0,23,61,254,4
681,Post Graduate,Single,68743.0,0,2074,0,30,57,668,3
682,Post Graduate,Relationship,41039.0,0,467,0,15,42,339,0
683,Post Graduate,Relationship,38946.0,1,257,0,12,69,248,2
684,Post Graduate,Relationship,65777.0,0,1146,0,17,57,192,4
685,Post Graduate,Single,66476.0,1,689,0,20,48,479,1
686,Post Graduate,Single,86857.0,0,2114,0,22,52,655,3
688,Post Graduate,Relationship,77845.0,0,1346,2,21,35,44,3
689,Post Graduate,Relationship,69476.0,0,1044,0,15,55,272,4
690,Post Graduate,Single,50611.0,1,493,1,22,64,633,1
691,Post Graduate,Single,61209.0,0,957,0,13,54,308,4
692,Post Graduate,Relationship,42315.0,1,270,0,12,66,352,2
693,Under Graduate,Relationship,13084.0,0,29,0,5,72,239,2
694,Post Graduate,Single,47570.0,2,121,0,9,75,396,2
695,Post Graduate,Relationship,61923.0,2,126,0,8,63,338,2
696,Post Graduate,Single,34824.0,0,23,0,4,29,95,0
697,Post Graduate,Single,26518.0,2,57,0,8,75,447,2
698,Post Graduate,Single,45938.0,0,636,0,20,63,238,4
699,Post Graduate,Relationship,78468.0,0,1004,1,28,64,81,4
700,Post Graduate,Single,78901.0,1,734,0,20,51,285,4
701,Post Graduate,Relationship,71427.0,2,614,0,20,46,109,4
702,Post Graduate,Single,71022.0,1,1453,1,21,46,138,4
703,Post Graduate,Single,90247.0,0,1621,3,15,36,61,3
704,Post Graduate,Single,41335.0,1,187,0,12,56,185,2
705,Post Graduate,Relationship,71952.0,1,1443,2,22,38,535,3
706,Post Graduate,Single,35682.0,1,57,0,6,54,2,2
707,Post Graduate,Single,43185.0,1,637,0,20,73,445,1
708,Post Graduate,Relationship,66375.0,1,948,1,14,76,220,4
709,Post Graduate,Relationship,35178.0,1,59,1,5,53,535,0
710,Post Graduate,Relationship,25252.0,1,18,0,4,38,352,0
711,Post Graduate,Single,55250.0,1,903,0,26,59,616,1
712,Post Graduate,Single,33249.0,1,112,0,8,49,494,0
713,Post Graduate,Relationship,58398.0,0,596,0,20,71,411,1
714,Post Graduate,Relationship,50272.0,1,233,0,13,42,326,0
715,Post Graduate,Relationship,76618.0,0,1511,0,11,49,569,1
716,Post Graduate,Single,87305.0,0,1152,1,17,64,644,3
717,Post Graduate,Relationship,25851.0,1,48,0,7,46,503,0
718,Post Graduate,Single,58710.0,1,1185,0,31,54,455,1
719,Post Graduate,Single,45160.0,2,21,0,4,66,92,2
720,Post Graduate,Relationship,74806.0,1,965,0,16,59,557,1
721,Post Graduate,Relationship,59111.0,0,869,0,21,70,423,1
722,Post Graduate,Relationship,18988.0,1,16,0,6,40,37,0
723,Post Graduate,Relationship,72190.0,0,1947,0,16,59,501,3
724,Post Graduate,Relationship,7500.0,1,71,1,12,48,697,0
725,Post Graduate,Relationship,44794.0,1,65,0,6,58,21,2
726,Post Graduate,Relationship,80395.0,0,1380,1,24,69,218,4
727,Post Graduate,Single,75012.0,0,1027,0,23,48,155,4
728,Post Graduate,Relationship,56962.0,3,411,0,21,59,261,2
729,Post Graduate,Relationship,89891.0,0,836,1,26,33,440,3
730,Post Graduate,Single,35946.0,2,11,0,4,75,275,2
731,Post Graduate,Relationship,53593.0,2,480,0,23,71,691,1
732,Post Graduate,Relationship,66373.0,2,606,0,23,46,382,1
733,Post Graduate,Single,45072.0,3,284,0,16,76,256,2
734,Post Graduate,Single,89694.0,2,1472,3,14,51,263,3
735,Post Graduate,Relationship,72025.0,0,1677,3,26,75,61,3
736,Post Graduate,Relationship,67432.0,1,1335,0,19,51,457,1
737,Post Graduate,Relationship,70545.0,1,334,0,13,72,26,4
738,Under Graduate,Relationship,17487.0,1,18,0,4,35,468,0
739,Post Graduate,Relationship,62882.0,1,1338,0,20,55,689,1
740,Post Graduate,Single,64108.0,1,1099,0,30,71,463,1
741,Post Graduate,Relationship,34941.0,2,97,0,8,68,480,2
742,Post Graduate,Single,48767.0,3,63,0,9,74,179,2
743,Post Graduate,Relationship,38702.0,1,109,0,9,46,332,0
744,Post Graduate,Relationship,82224.0,0,902,1,21,60,155,4
745,Post Graduate,Relationship,83844.0,0,1574,1,20,72,413,3
746,Post Graduate,Relationship,17003.0,1,38,0,9,49,202,0
747,Post Graduate,Single,71163.0,0,960,0,24,29,112,3
748,Post Graduate,Single,33697.0,1,28,1,4,54,287,0
749,Post Graduate,Relationship,63564.0,0,1215,1,28,70,151,4
750,Post Graduate,Relationship,83443.0,0,1497,0,22,52,180,3
751,Post Graduate,Relationship,51518.0,1,449,0,17,66,269,2
752,Post Graduate,Single,58330.0,1,1064,0,24,49,186,4
753,Post Graduate,Relationship,80952.0,0,1757,3,25,55,486,3
754,Post Graduate,Relationship,75507.0,0,1440,0,21,45,58,3
755,Post Graduate,Relationship,63855.0,0,1006,0,24,46,505,1
756,Post Graduate,Relationship,62220.0,1,1226,0,23,52,687,1
757,Post Graduate,Relationship,58512.0,1,1171,0,20,60,283,4
758,Post Graduate,Relationship,40662.0,1,92,0,8,45,471,0
759,Post Graduate,Relationship,38829.0,1,99,0,8,65,84,2
760,Post Graduate,Relationship,35523.0,1,66,0,8,43,269,0
761,Post Graduate,Single,79146.0,2,564,0,19,57,66,4
762,Post Graduate,Relationship,78285.0,0,1427,0,21,36,244,3
763,Post Graduate,Single,31626.0,1,86,1,6,46,415,0
764,Post Graduate,Single,75127.0,0,833,0,19,72,38,4
765,Post Graduate,Relationship,48726.0,1,242,0,12,69,428,2
766,Post Graduate,Relationship,74985.0,0,1869,0,17,47,656,3
767,Post Graduate,Relationship,67430.0,0,1364,0,29,37,662,3
768,Post Graduate,Relationship,46891.0,1,183,0,8,59,301,2
769,Post Graduate,Relationship,62058.0,1,450,0,18,68,399,1
770,Post Graduate,Relationship,72063.0,1,758,0,21,45,361,1
771,Post Graduate,Relationship,78939.0,0,1507,0,20,73,199,4
772,Post Graduate,Single,42720.0,2,654,0,25,59,431,1
773,Post Graduate,Relationship,33622.0,2,81,0,9,52,442,2
774,Post Graduate,Relationship,6835.0,1,137,0,1,67,568,0
775,Post Graduate,Relationship,41452.0,2,16,0,4,71,480,2
776,Post Graduate,Single,40760.0,1,93,0,8,59,303,2
777,Post Graduate,Relationship,74250.0,0,1158,0,18,66,154,4
778,Post Graduate,Single,51124.0,2,43,0,6,69,193,2
779,Post Graduate,Single,72258.0,1,1525,0,22,53,290,4
780,Post Graduate,Single,71466.0,0,1230,0,19,50,85,4
781,Post Graduate,Relationship,36283.0,2,29,0,6,48,76,2
782,Post Graduate,Single,20587.0,1,25,0,5,54,49,2
783,Post Graduate,Relationship,30467.0,1,24,0,4,52,102,2
784,Post Graduate,Relationship,31590.0,1,38,0,5,52,376,0
785,Under Graduate,Relationship,20425.0,1,57,0,7,38,608,0
786,Post Graduate,Relationship,17144.0,2,47,0,12,64,134,2
787,Post Graduate,Single,42564.0,1,813,1,24,56,543,1
788,Post Graduate,Relationship,43783.0,1,629,1,22,46,31,4
789,Post Graduate,Single,40780.0,1,377,0,17,48,659,1
790,Post Graduate,Relationship,62847.0,0,1612,0,14,79,530,1
791,Post Graduate,Relationship,82017.0,0,729,3,17,67,599,3
792,Post Graduate,Single,16813.0,0,50,1,6,74,345,2
793,Post Graduate,Relationship,51267.0,2,270,0,15,46,243,2
794,Post Graduate,Single,46524.0,1,177,0,9,63,450,2
795,Post Graduate,Single,45183.0,0,315,1,13,62,525,1
796,Post Graduate,Relationship,70421.0,1,767,0,23,70,1,4
797,Post Graduate,Single,60161.0,1,1071,0,26,59,614,1
798,Post Graduate,Relationship,73926.0,0,1580,0,24,51,484,3
799,Post Graduate,Relationship,19329.0,1,60,0,10,56,197,2
800,Post Graduate,Relationship,61872.0,1,573,0,21,54,198,4
801,Post Graduate,Single,46984.0,2,41,0,5,68,460,2
802,Post Graduate,Relationship,34838.0,2,170,0,10,73,526,2
803,Post Graduate,Single,82716.0,0,1167,0,28,80,236,4
804,Post Graduate,Relationship,48192.0,0,1526,3,25,66,449,3
805,Post Graduate,Relationship,49681.0,2,458,0,21,48,237,2
806,Post Graduate,Relationship,56850.0,1,63,0,6,53,98,2
807,Post Graduate,Relationship,55267.0,1,405,0,17,67,251,2
808,Post Graduate,Relationship,59666.0,2,1027,1,20,52,464,1
809,Post Graduate,Single,72504.0,1,1478,0,22,52,449,1
810,Post Graduate,Relationship,26872.0,0,72,0,5,43,256,0
811,Post Graduate,Single,21359.0,1,48,0,7,52,435,0
812,Post Graduate,Single,73170.0,0,726,0,16,49,29,4
813,Post Graduate,Relationship,52750.0,1,860,0,27,69,510,1
814,Post Graduate,Relationship,91820.0,0,1497,0,22,38,218,3
815,Post Graduate,Relationship,65968.0,1,495,0,18,54,48,4
816,Post Graduate,Relationship,30772.0,2,20,0,4,48,109,2
817,Post Graduate,Single,22507.0,0,570,0,19,70,582,1
818,Post Graduate,Relationship,65685.0,1,769,0,21,52,92,4
819,Post Graduate,Relationship,25804.0,1,55,0,7,46,301,0
820,Post Graduate,Single,76412.0,0,1808,2,18,44,420,3
821,Post Graduate,Relationship,22063.0,1,55,0,7,52,325,0
822,Post Graduate,Single,57091.0,0,577,1,18,63,14,4
823,Post Graduate,Relationship,22419.0,0,162,0,8,61,437,0
824,Post Graduate,Relationship,87771.0,1,1957,4,20,65,403,3
825,Post Graduate,Single,78353.0,1,1576,0,24,65,439,1
826,Post Graduate,Relationship,93404.0,3,1616,2,17,70,418,4
827,Post Graduate,Single,37859.0,3,36,0,6,62,533,2
828,Post Graduate,Single,80995.0,1,1482,0,22,66,414,1
829,Post Graduate,Relationship,16529.0,1,22,0,5,40,120,0
830,Post Graduate,Single,55412.0,2,63,0,6,48,219,2
831,Post Graduate,Single,48789.0,0,680,0,18,32,657,0
832,Post Graduate,Relationship,56575.0,2,542,0,20,57,420,1
833,Post Graduate,Relationship,25130.0,1,50,0,7,44,270,0
834,Post Graduate,Relationship,35441.0,2,39,0,6,57,500,2
835,Post Graduate,Relationship,71391.0,1,1043,0,28,68,457,1
836,Post Graduate,Single,49494.0,1,385,0,14,52,430,0
837,Post Graduate,Single,81702.0,0,1633,0,27,44,644,3
838,Post Graduate,Single,45889.0,1,46,0,5,44,362,0
839,Post Graduate,Single,56628.0,1,761,1,20,47,100,4
840,Post Graduate,Relationship,34026.0,2,76,0,9,74,328,2
841,Post Graduate,Relationship,40049.0,1,290,0,14,50,577,0
842,Post Graduate,Single,34176.0,1,89,0,11,36,48,0
843,Post Graduate,Relationship,19419.0,1,70,0,11,43,596,0
844,Post Graduate,Relationship,82504.0,0,1066,0,17,64,337,4
845,Post Graduate,Relationship,81205.0,0,2009,3,19,54,167,3
846,Post Graduate,Single,61618.0,0,1345,0,19,33,638,3
847,Post Graduate,Single,55284.0,1,764,0,23,68,552,1
848,Post Graduate,Single,49980.0,1,195,0,11,61,249,2
849,Post Graduate,Relationship,15072.0,2,53,0,11,44,415,0
850,Post Graduate,Single,49166.0,1,368,0,13,50,381,0
851,Post Graduate,Relationship,65324.0,1,544,0,20,70,169,4
852,Post Graduate,Relationship,82347.0,0,1853,2,25,67,600,3
853,Post Graduate,Relationship,30843.0,2,35,1,6,58,34,2
854,Post Graduate,Relationship,46374.0,1,446,2,18,50,104,4
855,Post Graduate,Single,60474.0,1,1180,0,31,45,454,1
856,Post Graduate,Relationship,38576.0,1,41,0,5,51,117,2
857,Post Graduate,Relationship,55357.0,2,727,0,22,39,495,1
858,Post Graduate,Relationship,37758.0,2,40,0,6,58,633,2
859,Post Graduate,Relationship,85710.0,0,1062,1,26,35,420,3
860,Post Graduate,Relationship,23228.0,1,40,0,7,55,154,2
